,Parking,Positions,,,,,,,20F,or,40F,Front,Pose,,,,,,,20F,Rear,Pose,,,,,
SlotLabel,UnityX,UnityZ,Latitude,Longitude,WGS84_Easting,WGS84_Northing,,UnityX_20F,UnityZ_20F,Latitude_20F,Longitude_20F,WGS84_Easting_20F,WGS84_Northing_20F,,UnityX_20R,UnityZ_20R,Latitude_20R,Longitude_20R,WGS84_Easting_20R,WGS84_Northing_20R,,UnityX_45F,UnityZ_45F,Latitude_45F,Longitude_45F,WGS84_Easting_45F,WGS84_Northing_45F
TC1_00_6,368.61,-359.289,1.266691994,103.7915887,365556.6953,140039.0982,,368.61,-362.129,1.266669939,103.7915757,365555.2391,140036.6606,,368.61,-368.725,1.266618715,103.7915453,365551.8569,140030.999,,368.61,-363.653,1.266658104,103.7915686,365554.4576,140035.3525
TC1_00_7,368.61,-365.811,1.266641345,103.7915587,365553.3511,140033.5002,,368.61,-368.651,1.26661929,103.7915456,365551.8949,140031.0626,,368.61,-375.247,1.266568065,103.7915153,365548.5127,140025.401,,368.61,-370.175,1.266607454,103.7915386,365551.1134,140029.7545
TC1_00_8,368.61,-372.37,1.266590408,103.7915285,365549.9879,140027.8704,,368.61,-375.21,1.266568353,103.7915154,365548.5317,140025.4328,,368.61,-381.806,1.266517129,103.791485,365545.1496,140019.7712,,368.61,-376.734,1.266556517,103.7915084,365547.7503,140024.1247
TC1_00_9,368.61,-378.9,1.266539696,103.7914984,365546.6396,140022.2655,,368.61,-381.74,1.266517641,103.7914854,365545.1834,140019.8279,,368.61,-388.336,1.266466417,103.791455,365541.8013,140014.1664,,368.61,-383.264,1.266505806,103.7914783,365544.402,140018.5198
TC1_00_10,368.61,-385.459,1.266488759,103.7914682,365543.2765,140016.6358,,368.61,-388.299,1.266466704,103.7914552,365541.8202,140014.1981,,368.61,-394.895,1.26641548,103.7914248,365538.4381,140008.5366,,368.61,-389.823,1.266454869,103.7914481,365541.0388,140012.89
TC1_00_11,368.61,-392.014,1.266437854,103.791438,365539.9153,140011.0094,,368.61,-394.854,1.266415798,103.791425,365538.4591,140008.5718,,368.61,-401.45,1.266364574,103.7913946,365535.077,140002.9102,,368.61,-396.378,1.266403963,103.791418,365537.6777,140007.2637
TC1_00_12,368.61,-398.573,1.266386917,103.7914078,365536.5522,140005.3797,,368.61,-401.413,1.266364862,103.7913948,365535.0959,140002.942,,368.61,-408.009,1.266313637,103.7913644,365531.7138,139997.2805,,368.61,-402.937,1.266353026,103.7913878,365534.3145,140001.6339
TC1_00_13,368.61,-405.103,1.266336205,103.7913778,365533.2039,139999.7748,,368.61,-407.943,1.26631415,103.7913647,365531.7476,139997.3371,,368.61,-414.539,1.266262926,103.7913343,365528.3655,139991.6756,,368.61,-409.467,1.266302315,103.7913577,365530.9662,139996.029
TC1_00_14,368.61,-411.662,1.266285268,103.7913476,365529.8407,139994.145,,368.61,-414.502,1.266263213,103.7913345,365528.3845,139991.7073,,368.61,-421.098,1.266211989,103.7913041,365525.0023,139986.0458,,368.61,-416.026,1.266251378,103.7913275,365527.603,139990.3993
TC1_00_15,368.61,-418.184,1.266234619,103.7913175,365526.4965,139988.547,,368.61,-421.024,1.266212563,103.7913045,365525.0403,139986.1093,,368.61,-427.62,1.266161339,103.7912741,365521.6581,139980.4478,,368.61,-422.548,1.266200728,103.7912975,365524.2588,139984.8012
TC1_00_16,368.61,-424.743,1.266183682,103.7912873,365523.1333,139982.9172,,368.61,-427.583,1.266161627,103.7912743,365521.6771,139980.4796,,368.61,-434.179,1.266110402,103.7912439,365518.2949,139974.818,,368.61,-429.107,1.266149791,103.7912673,365520.8956,139979.1715
TC1_00_17,368.61,-431.273,1.26613297,103.7912573,365519.785,139977.3123,,368.61,-434.113,1.266110915,103.7912442,365518.3288,139974.8747,,368.61,-440.709,1.266059691,103.7912138,365514.9466,139969.2131,,368.61,-435.637,1.26609908,103.7912372,365517.5473,139973.5666
TC1_00_18,368.61,-437.832,1.266082033,103.7912271,365516.4218,139971.6825,,368.61,-440.672,1.266059978,103.791214,365514.9656,139969.2449,,368.61,-447.268,1.266008754,103.7911836,365511.5835,139963.5834,,368.61,-442.196,1.266048143,103.791207,365514.1842,139967.9368
TC1_00_19,368.61,-444.389,1.266031112,103.7911969,365513.0597,139966.0545,,368.61,-447.229,1.266009057,103.7911838,365511.6035,139963.6168,,368.61,-453.825,1.265957833,103.7911534,365508.2213,139957.9553,,368.61,-448.753,1.265997221,103.7911768,365510.822,139962.3087
TC1_00_20,368.61,-450.948,1.265980175,103.7911667,365509.6965,139960.4247,,368.61,-453.788,1.26595812,103.7911536,365508.2403,139957.9871,,368.61,-460.384,1.265906896,103.7911232,365504.8581,139952.3255,,368.61,-455.312,1.265946285,103.7911466,365507.4588,139956.679
TC1_00_21,368.61,-457.478,1.265929464,103.7911366,365506.3482,139954.8198,,368.61,-460.318,1.265907408,103.7911235,365504.892,139952.3822,,368.61,-466.914,1.265856184,103.7910932,365501.5098,139946.7206,,368.61,-461.842,1.265895573,103.7911165,365504.1105,139951.0741
TC1_00_22,368.61,-464.037,1.265878527,103.7911064,365502.985,139949.1901,,368.61,-466.877,1.265856471,103.7910933,365501.5288,139946.7524,,368.61,-473.473,1.265805247,103.791063,365498.1467,139941.0909,,368.61,-468.401,1.265844636,103.7910863,365500.7474,139945.4443
TC1_00_23,368.61,-470.559,1.265827877,103.7910764,365499.6408,139943.592,,368.61,-473.399,1.265805822,103.7910633,365498.1846,139941.1544,,368.61,-479.995,1.265754598,103.7910329,365494.8025,139935.4928,,368.61,-474.923,1.265793987,103.7910563,365497.4032,139939.8463
TC1_00_24,368.61,-477.118,1.26577694,103.7910462,365496.2777,139937.9623,,368.61,-479.958,1.265754885,103.7910331,365494.8214,139935.5246,,368.61,-486.554,1.265703661,103.7910027,365491.4393,139929.8631,,368.61,-481.482,1.26574305,103.7910261,365494.04,139934.2165
TC1_00_25,368.61,-483.648,1.265726229,103.7910161,365492.9294,139932.3574,,368.61,-486.488,1.265704173,103.791003,365491.4731,139929.9197,,368.61,-493.084,1.265652949,103.7909727,365488.091,139924.2582,,368.61,-488.012,1.265692338,103.790996,365490.6917,139928.6116
TC1_00_26,368.61,-490.207,1.265675292,103.7909859,365489.5662,139926.7276,,368.61,-493.047,1.265653236,103.7909728,365488.11,139924.2899,,368.61,-499.643,1.265602012,103.7909425,365484.7278,139918.6284,,368.61,-494.571,1.265641401,103.7909658,365487.3285,139922.9819
TC1_00_27,368.61,-496.762,1.265624386,103.7909557,365486.2051,139921.1013,,368.61,-499.602,1.265602331,103.7909427,365484.7488,139918.6636,,368.61,-506.198,1.265551106,103.7909123,365481.3667,139913.0021,,368.61,-501.126,1.265590495,103.7909356,365483.9674,139917.3555
TC1_00_28,368.61,-503.321,1.265573449,103.7909255,365482.8419,139915.4715,,368.61,-506.161,1.265551394,103.7909125,365481.3857,139913.0338,,368.61,-512.757,1.26550017,103.7908821,365478.0035,139907.3723,,368.61,-507.685,1.265539558,103.7909054,365480.6042,139911.7257
TC1_00_29,368.61,-509.851,1.265522737,103.7908955,365479.4936,139909.8666,,368.61,-512.691,1.265500682,103.7908824,365478.0374,139907.4289,,368.61,-519.287,1.265449458,103.790852,365474.6552,139901.7674,,368.61,-514.215,1.265488847,103.7908754,365477.2559,139906.1208
TC1_00_30,368.61,-516.41,1.265471801,103.7908653,365476.1304,139904.2368,,368.61,-519.25,1.265449745,103.7908522,365474.6742,139901.7992,,368.61,-525.846,1.265398521,103.7908218,365471.292,139896.1376,,368.61,-520.774,1.26543791,103.7908452,365473.8927,139900.4911
TC1_00_31,368.61,-522.932,1.265421151,103.7908352,365472.7862,139898.6388,,368.61,-525.772,1.265399096,103.7908222,365471.33,139896.2011,,368.61,-532.368,1.265347871,103.7907918,365467.9478,139890.5396,,368.61,-527.296,1.26538726,103.7908151,365470.5485,139894.893
TC1_00_32,368.61,-529.491,1.265370214,103.790805,365469.423,139893.009,,368.61,-532.331,1.265348159,103.790792,365467.9668,139890.5714,,368.61,-538.927,1.265296935,103.7907616,365464.5847,139884.9098,,368.61,-533.855,1.265336323,103.7907849,365467.1854,139889.2633
TC1_00_33,368.61,-536.021,1.265319502,103.790775,365466.0747,139887.4041,,368.61,-538.861,1.265297447,103.7907619,365464.6185,139884.9665,,368.61,-545.457,1.265246223,103.7907315,365461.2364,139879.3049,,368.61,-540.385,1.265285612,103.7907549,365463.8371,139883.6584
TC1_00_34,368.61,-542.58,1.265268566,103.7907448,365462.7116,139881.7744,,368.61,-545.42,1.26524651,103.7907317,365461.2553,139879.3367,,368.61,-552.016,1.265195286,103.7907013,365457.8732,139873.6752,,368.61,-546.944,1.265234675,103.7907247,365460.4739,139878.0286
TC1_00_35,368.61,-549.1381,1.265217636,103.7907146,365459.3489,139876.1453,,368.61,-551.9781,1.26519558,103.7907015,365457.8926,139873.7077,,368.61,-558.5741,1.265144356,103.7906711,365454.5105,139868.0462,,368.61,-553.5021,1.265183745,103.7906945,365457.1112,139872.3996
TC1_00_36,368.61,-555.668,1.265166925,103.7906845,365456.0006,139870.5405,,368.61,-558.508,1.26514487,103.7906714,365454.5444,139868.1029,,368.61,-565.104,1.265093645,103.7906411,365451.1622,139862.4414,,368.61,-560.032,1.265133034,103.7906644,365453.7629,139866.7948
TC1_00_37,368.61,-562.25,1.265115809,103.7906542,365452.6256,139864.891,,368.61,-565.09,1.265093754,103.7906411,365451.1694,139862.4534,,368.61,-571.686,1.26504253,103.7906107,365447.7873,139856.7918,,368.61,-566.614,1.265081919,103.7906341,365450.388,139861.1453
TC1_00_38,368.61,-568,1.265071155,103.7906277,365449.6773,139859.9556,,368.61,-570.84,1.2650491,103.7906146,365448.2211,139857.518,,368.61,-577.436,1.264997876,103.7905843,365444.8389,139851.8564,,368.61,-572.364,1.265037264,103.7906076,365447.4396,139856.2099
TC1_11_1,328.26,-327.11,1.267128893,103.7914256,365538.5618,140087.4081,,328.26,-329.95,1.267106837,103.7914125,365537.1056,140084.9705,,328.26,-336.546,1.267055613,103.7913821,365533.7234,140079.3089,,328.26,-331.474,1.267095002,103.7914055,365536.3241,140083.6624
TC1_11_2,328.26,-332.98,1.267083306,103.7913985,365535.5519,140082.3697,,328.26,-335.82,1.267061251,103.7913855,365534.0957,140079.9321,,328.26,-342.416,1.267010027,103.7913551,365530.7135,140074.2705,,328.26,-337.344,1.267049416,103.7913784,365533.3142,140078.624
TC1_11_3,328.26,-339.641,1.267031578,103.7913679,365532.1364,140076.6524,,328.26,-342.481,1.267009522,103.7913548,365530.6802,140074.2148,,328.26,-349.077,1.266958298,103.7913244,365527.298,140068.5532,,328.26,-344.005,1.266997687,103.7913478,365529.8987,140072.9067
TC1_11_4,328.26,-346.2,1.266980641,103.7913377,365528.7732,140071.0226,,328.26,-349.04,1.266958585,103.7913246,365527.317,140068.585,,328.26,-355.636,1.266907361,103.7912942,365523.9349,140062.9234,,328.26,-350.564,1.26694675,103.7913176,365526.5356,140067.2769
TC1_11_5,328.26,-352.73,1.266929929,103.7913076,365525.4249,140065.4177,,328.26,-355.57,1.266907874,103.7912945,365523.9687,140062.9801,,328.26,-362.166,1.266856649,103.7912641,365520.5866,140057.3186,,328.26,-357.094,1.266896038,103.7912875,365523.1873,140061.672
TC1_11_6,328.26,-359.289,1.266878992,103.7912774,365522.0618,140059.788,,328.26,-362.129,1.266856937,103.7912643,365520.6055,140057.3503,,328.26,-368.725,1.266805713,103.7912339,365517.2234,140051.6888,,328.26,-363.653,1.266845102,103.7912573,365519.8241,140056.0422
TC1_11_7,328.26,-365.811,1.266828343,103.7912474,365518.7176,140054.19,,328.26,-368.651,1.266806287,103.7912343,365517.2613,140051.7523,,328.26,-375.247,1.266755063,103.7912039,365513.8792,140046.0908,,328.26,-370.175,1.266794452,103.7912273,365516.4799,140050.4442
TC1_11_8,328.26,-372.37,1.266777406,103.7912172,365515.3544,140048.5602,,328.26,-375.21,1.26675535,103.7912041,365513.8982,140046.1225,,328.26,-381.806,1.266704126,103.7911737,365510.516,140040.461,,328.26,-376.734,1.266743515,103.7911971,365513.1167,140044.8144
TC1_11_9,328.26,-378.9,1.266726694,103.7911871,365512.0061,140042.9553,,328.26,-381.74,1.266704639,103.791174,365510.5499,140040.5176,,328.26,-388.336,1.266653415,103.7911436,365507.1677,140034.8561,,328.26,-383.264,1.266692803,103.791167,365509.7684,140039.2096
TC1_11_10,328.26,-385.459,1.266675757,103.7911569,365508.6429,140037.3255,,328.26,-388.299,1.266653702,103.7911438,365507.1867,140034.8879,,328.26,-394.895,1.266602478,103.7911134,365503.8045,140029.2263,,328.26,-389.823,1.266641867,103.7911368,365506.4052,140033.5798
TC1_11_11,328.26,-392.014,1.266624851,103.7911267,365505.2818,140031.6992,,328.26,-394.854,1.266602796,103.7911136,365503.8256,140029.2615,,328.26,-401.45,1.266551572,103.7910833,365500.4434,140023.6,,328.26,-396.378,1.266590961,103.7911066,365503.0441,140027.9534
TC1_11_12,328.26,-398.573,1.266573915,103.7910965,365501.9186,140026.0694,,328.26,-401.413,1.266551859,103.7910834,365500.4624,140023.6318,,328.26,-408.009,1.266500635,103.7910531,365497.0802,140017.9702,,328.26,-402.937,1.266540024,103.7910764,365499.6809,140022.3237
TC1_11_13,328.26,-405.103,1.266523203,103.7910664,365498.5703,140020.4645,,328.26,-407.943,1.266501148,103.7910534,365497.1141,140018.0269,,328.26,-414.539,1.266449923,103.791023,365493.7319,140012.3653,,328.26,-409.467,1.266489312,103.7910463,365496.3326,140016.7188
TC1_11_14,328.26,-411.662,1.266472266,103.7910362,365495.2071,140014.8347,,328.26,-414.502,1.266450211,103.7910232,365493.7509,140012.3971,,328.26,-421.098,1.266398986,103.7909928,365490.3688,140006.7356,,328.26,-416.026,1.266438375,103.7910161,365492.9695,140011.089
TC1_11_15,328.26,-418.184,1.266421616,103.7910062,365491.8629,140009.2367,,328.26,-421.024,1.266399561,103.7909931,365490.4067,140006.7991,,328.26,-427.62,1.266348337,103.7909628,365487.0246,140001.1375,,328.26,-422.548,1.266387726,103.7909861,365489.6253,140005.491
TC1_11_16,328.26,-424.743,1.26637068,103.790976,365488.4998,140003.607,,328.26,-427.583,1.266348624,103.7909629,365487.0435,140001.1693,,328.26,-434.179,1.2662974,103.7909326,365483.6614,139995.5078,,328.26,-429.107,1.266336789,103.7909559,365486.2621,139999.8612
TC1_11_17,328.26,-431.273,1.266319968,103.7909459,365485.1515,139998.0021,,328.26,-434.113,1.266297913,103.7909329,365483.6952,139995.5644,,328.26,-440.709,1.266246688,103.7909025,365480.3131,139989.9029,,328.26,-435.637,1.266286077,103.7909258,365482.9138,139994.2563
TC1_11_18,328.26,-437.832,1.266269031,103.7909157,365481.7883,139992.3723,,328.26,-440.672,1.266246976,103.7909027,365480.3321,139989.9346,,328.26,-447.268,1.266195752,103.7908723,365476.9499,139984.2731,,328.26,-442.196,1.26623514,103.7908956,365479.5506,139988.6265
TC1_11_19,328.26,-444.389,1.26621811,103.7908856,365478.4261,139986.7442,,328.26,-447.229,1.266196054,103.7908725,365476.9699,139984.3066,,328.26,-453.825,1.26614483,103.7908421,365473.5878,139978.645,,328.26,-448.753,1.266184219,103.7908655,365476.1885,139982.9985
TC1_11_20,328.26,-450.948,1.266167173,103.7908553,365475.063,139981.1145,,328.26,-453.788,1.266145118,103.7908423,365473.6067,139978.6768,,328.26,-460.384,1.266093893,103.7908119,365470.2246,139973.0153,,328.26,-455.312,1.266133282,103.7908353,365472.8253,139977.3687
TC1_11_21,328.26,-457.478,1.266116461,103.7908253,365471.7147,139975.5096,,328.26,-460.318,1.266094406,103.7908122,365470.2584,139973.0719,,328.26,-466.914,1.266043182,103.7907818,365466.8763,139967.4104,,328.26,-461.842,1.266082571,103.7908052,365469.477,139971.7638
TC1_11_22,328.26,-464.037,1.266065524,103.7907951,365468.3515,139969.8798,,328.26,-466.877,1.266043469,103.790782,365466.8953,139967.4421,,328.26,-473.473,1.265992245,103.7907516,365463.5131,139961.7806,,328.26,-468.401,1.266031634,103.790775,365466.1138,139966.1341
TC1_11_23,328.26,-470.559,1.266014875,103.7907651,365465.0073,139964.2818,,328.26,-473.399,1.265992819,103.790752,365463.5511,139961.8441,,328.26,-479.995,1.265941595,103.7907216,365460.1689,139956.1826,,328.26,-474.923,1.265980984,103.790745,365462.7696,139960.536
TC1_11_24,328.26,-477.118,1.265963938,103.7907348,365461.6441,139958.652,,328.26,-479.958,1.265941883,103.7907218,365460.1879,139956.2143,,328.26,-486.554,1.265890658,103.7906914,365456.8057,139950.5528,,328.26,-481.482,1.265930047,103.7907148,365459.4064,139954.9063
TC1_11_25,328.26,-483.648,1.265913226,103.7907048,365458.2958,139953.0471,,328.26,-486.488,1.265891171,103.7906917,365456.8396,139950.6095,,328.26,-493.084,1.265839947,103.7906613,365453.4574,139944.9479,,328.26,-488.012,1.265879336,103.7906847,365456.0581,139949.3014
TC1_11_26,328.26,-490.207,1.265862289,103.7906746,365454.9326,139947.4173,,328.26,-493.047,1.265840234,103.7906615,365453.4764,139944.9797,,328.26,-499.643,1.26578901,103.7906311,365450.0943,139939.3182,,328.26,-494.571,1.265828399,103.7906545,365452.695,139943.6716
TC1_11_27,328.26,-496.762,1.265811384,103.7906444,365451.5715,139941.791,,328.26,-499.602,1.265789328,103.7906313,365450.1153,139939.3533,,328.26,-506.198,1.265738104,103.790601,365446.7331,139933.6918,,328.26,-501.126,1.265777493,103.7906243,365449.3338,139938.0452
TC1_11_28,328.26,-503.321,1.265760447,103.7906142,365448.2083,139936.1612,,328.26,-506.161,1.265738391,103.7906011,365446.7521,139933.7236,,328.26,-512.757,1.265687167,103.7905707,365443.37,139928.062,,328.26,-507.685,1.265726556,103.7905941,365445.9707,139932.4155
TC1_11_29,328.26,-509.851,1.265709735,103.7905841,365444.86,139930.5563,,328.26,-512.691,1.26568768,103.7905711,365443.4038,139928.1187,,328.26,-519.287,1.265636456,103.7905407,365440.0217,139922.4571,,328.26,-514.215,1.265675844,103.790564,365442.6224,139926.8106
TC1_11_30,328.26,-516.41,1.265658798,103.7905539,365441.4969,139924.9266,,328.26,-519.25,1.265636743,103.7905409,365440.0406,139922.4889,,328.26,-525.846,1.265585519,103.7905105,365436.6585,139916.8274,,328.26,-520.774,1.265624908,103.7905338,365439.2592,139921.1808
TC1_11_31,328.26,-522.932,1.265608149,103.7905239,365438.1527,139919.3285,,328.26,-525.772,1.265586093,103.7905108,365436.6964,139916.8909,,328.26,-532.368,1.265534869,103.7904805,365433.3143,139911.2293,,328.26,-527.296,1.265574258,103.7905038,365435.915,139915.5828
TC1_11_32,328.26,-529.491,1.265557212,103.7904937,365434.7895,139913.6988,,328.26,-532.331,1.265535156,103.7904806,365433.3333,139911.2611,,328.26,-538.927,1.265483932,103.7904502,365429.9511,139905.5996,,328.26,-533.855,1.265523321,103.7904736,365432.5518,139909.953
TC1_11_33,328.26,-536.021,1.2655065,103.7904636,365431.4412,139908.0939,,328.26,-538.861,1.265484445,103.7904506,365429.985,139905.6562,,328.26,-545.457,1.265433221,103.7904202,365426.6028,139899.9947,,328.26,-540.385,1.265472609,103.7904435,365429.2035,139904.3481
TC1_11_34,328.26,-542.58,1.265455563,103.7904334,365428.078,139902.4641,,328.26,-545.42,1.265433508,103.7904204,365426.6218,139900.0264,,328.26,-552.016,1.265382284,103.79039,365423.2396,139894.3649,,328.26,-546.944,1.265421673,103.7904133,365425.8403,139898.7183
TC1_11_35,328.26,-549.1381,1.265404633,103.7904032,365424.7153,139896.8351,,328.26,-551.9781,1.265382578,103.7903902,365423.2591,139894.3974,,328.26,-558.5741,1.265331354,103.7903598,365419.8769,139888.7359,,328.26,-553.5021,1.265370743,103.7903831,365422.4776,139893.0893
TC1_11_36,328.26,-555.668,1.265353922,103.7903732,365421.367,139891.2303,,328.26,-558.508,1.265331867,103.7903601,365419.9108,139888.7926,,328.26,-565.104,1.265280643,103.7903297,365416.5287,139883.1311,,328.26,-560.032,1.265320032,103.7903531,365419.1294,139887.4845
TC1_11_37,328.26,-562.25,1.265302807,103.7903429,365417.9921,139885.5808,,328.26,-565.09,1.265280752,103.7903298,365416.5359,139883.1431,,328.26,-571.686,1.265229527,103.7902994,365413.1537,139877.4816,,328.26,-566.614,1.265268916,103.7903228,365415.7544,139881.835
TC1_11_38,328.26,-568.1,1.265257376,103.7903159,365414.9925,139880.5595,,328.26,-570.94,1.265235321,103.7903028,365413.5362,139878.1219,,328.26,-577.536,1.265184097,103.7902725,365410.1541,139872.4604,,328.26,-572.464,1.265223485,103.7902958,365412.7548,139876.8138
TC2_00_1,316.5601,-327.11,1.267183115,103.7913353,365528.5194,140093.4073,,316.5601,-329.95,1.267161059,103.7913222,365527.0632,140090.9697,,316.5601,-336.546,1.267109835,103.7912918,365523.6811,140085.3081,,316.5601,-331.474,1.267149224,103.7913152,365526.2818,140089.6616
TC2_00_2,316.5601,-332.98,1.267137528,103.7913083,365525.5095,140088.3689,,316.5601,-335.82,1.267115473,103.7912952,365524.0533,140085.9313,,316.5601,-342.416,1.267064249,103.7912648,365520.6712,140080.2698,,316.5601,-337.344,1.267103638,103.7912882,365523.2719,140084.6232
TC2_00_3,316.5601,-339.641,1.267085799,103.7912776,365522.0941,140082.6516,,316.5601,-342.481,1.267063744,103.7912645,365520.6378,140080.214,,316.5601,-349.077,1.26701252,103.7912341,365517.2557,140074.5524,,316.5601,-344.005,1.267051909,103.7912575,365519.8564,140078.9059
