,Parking Positions,,,,,,,20F or 40F Front Pose,,,,,,,20F Rear Pose,,,,,,,45F Front Pose,,,,,
SlotLabel,UnityX,UnityZ,Latitude,Longitude,WGS84_Easting,WGS84_Northing,,UnityX_20F,UnityZ_20F,Latitude_20F,Longitude_20F,WGS84_Easting_20F,WGS84_Northing_20F,,UnityX_20R,UnityZ_20R,Latitude_20R,Longitude_20R,WGS84_Easting_20R,WGS84_Northing_20R,,UnityX_45F,UnityZ_45F,Latitude_45F,Longitude_45F,WGS84_Easting_45F,WGS84_Northing_45F
TC1_11_26,328.26,-490.207,1.26586228937114,103.790674581375,365454.932632398,139947.417339069,,328.26,-493.046999999999,1.26584023406949,103.790661504583,365453.476402521,139944.979685955,,328.26,-499.643,1.26578900985456,103.790631133274,365450.094257409,139939.318150678,,328.26,-494.570999999999,1.2658283987597,103.790654487319,365452.694960863,139943.671593219
TC1_11_27,328.26,-496.762,1.26581138356036,103.79064439885,365451.571510292,139941.790995316,,328.26,-499.602,1.26578932825856,103.790631322059,365450.115280446,139939.35334215,,328.26,-506.198,1.26573810404329,103.790600950752,365446.733135401,139933.69180675,,328.26,-501.126,1.2657774929487,103.790624304795,365449.333838805,139938.045249385
TC1_11_28,328.26,-503.320999999999,1.26576044668544,103.790614197909,365448.208337225,139936.161218127,,328.26,-506.160999999999,1.2657383913835,103.790601121118,365446.75210741,139933.723564908,,328.26,-512.757,1.26568716716789,103.790570749812,365443.369962428,139928.062029386,,328.26,-507.684999999999,1.26572655607355,103.790594103855,365445.970665779,139932.415472115
TC1_11_29,328.26,-509.851,1.26570973502278,103.7905841305,365444.860034178,139930.556332347,,328.26,-512.691,1.26568767972069,103.790571053709,365443.403804386,139928.118679075,,328.26,-519.287,1.26563645550475,103.790540682404,365440.021659474,139922.457143431,,328.26,-514.215,1.26567584441067,103.790564036446,365442.622362775,139926.810586254
TC1_11_30,328.26,-516.41,1.26565879814719,103.790553929561,365441.496861243,139924.926554915,,328.26,-519.25,1.26563674284496,103.790540852771,365440.040631483,139922.488901591,,328.26,-525.846,1.26558551862869,103.790510481467,365436.658486633,139916.827365825,,328.26,-520.774,1.26562490753486,103.790533835508,365439.259189886,139921.180808741
TC1_11_31,328.26,-522.932,1.26560814861148,103.79052389899,365438.152660382,139919.328535522,,328.26,-525.772,1.2655860933091,103.7905108222,365436.696430651,139916.890882145,,328.26,-532.368,1.2655348690925,103.790480450898,365433.314285865,139911.229346257,,328.26,-527.296,1.26557425799893,103.790503804937,365435.914989062,139915.582789268
TC1_11_32,328.26,-529.491,1.26555721173523,103.790493698053,365434.789487579,139913.698757848,,328.26,-532.331,1.26553515643271,103.790480621264,365433.333257872,139911.261104418,,328.26,-538.927,1.26548393221576,103.790450249963,365429.951113155,139905.599568408,,328.26,-533.855,1.26552332112245,103.790473604002,365432.551816302,139909.953011512
TC1_11_33,328.26,-536.021,1.26550650007124,103.790463630648,365431.441184787,139908.093871583,,328.26,-538.861,1.26548444476857,103.79045055386,365429.984955112,139905.656218102,,328.26,-545.457,1.2654332205513,103.79042018256,365426.602810459,139899.994681969,,328.26,-540.385,1.26547260945825,103.790443536598,365429.203513559,139904.348125167
TC1_11_34,328.26,-542.58,1.26545556319432,103.790433429714,365428.078012115,139902.464093666,,328.26,-545.42,1.26543350789151,103.790420352926,365426.621782467,139900.026440132,,328.26,-552.016,1.2653822836739,103.790389981627,365423.239637881,139894.364903877,,328.26,-546.944,1.26542167258111,103.790413335664,365425.840340927,139898.718347169
TC1_11_35,328.26,-549.1381,1.26540463330643,103.790403232925,365424.715300987,139896.835088123,,328.26,-551.9781,1.26538257800347,103.790390156138,365423.259071371,139894.397434536,,328.26,-558.5741,1.26533135378553,103.79035978484,365419.876926849,139888.735898159,,328.26,-553.5021,1.26537074269299,103.790383138876,365422.477629845,139893.089341545
TC1_11_36,328.26,-555.668,1.26535392241804,103.790373165984,365421.367049673,139891.230287329,,328.26,-558.508,1.26533186711494,103.790360089197,365419.91082008,139888.792633689,,328.26,-565.104,1.26528064289666,103.7903297179,365416.528675625,139883.13109719,,328.26,-560.032,1.26532003180438,103.790353071936,365419.12937857,139887.48454067
TC1_11_37,328.26,-562.25,1.26530280692323,103.79034285915,365417.992083787,139885.580767485,,328.26,-565.09,1.26528075161999,103.790329782363,365416.535854224,139883.143113793,,328.26,-571.686,1.26522952740137,103.790299411068,365413.153709832,139877.481577171,,328.26,-566.614,1.26526891630935,103.790322765102,365415.75441273,139881.835020745
TC1_11_38,328.26,-568.1,1.26525737610487,103.790315922812,365414.992456002,139880.559544185,,328.26,-570.94,1.2652353208015,103.790302846026,365413.536226463,139878.121890446,,328.26,-577.536,1.26518409658258,103.790272474731,365410.154082136,139872.460353715,,328.26,-572.464,1.26522348549079,103.790295828765,365412.754784985,139876.813797373
TC2_00_1,316.5601,-327.11,1.26718311454325,103.791335287597,365528.519428125,140093.407322848,,316.5601,-329.95,1.26716105924477,103.791322210793,365527.063197449,140090.969670995,,316.5601,-336.546,1.26710983503719,103.791291839457,365523.681050481,140085.308138644,,316.5601,-331.474,1.26714922393668,103.791315193522,365526.28175536,140089.661578934
TC2_00_2,316.5601,-332.98,1.26713752841568,103.791308259133,365525.509542904,140088.368936774,,316.5601,-335.82,1.26711547311706,103.79129518233,365524.053312258,140085.931284873,,316.5601,-342.416,1.26706424890918,103.791264810994,365520.671165346,140080.269752412,,316.5601,-337.344,1.2671036378089,103.791288165059,365523.271870184,140084.623192787
TC2_00_3,316.5601,-339.641,1.26708579942118,103.791277588504,365522.094066745,140082.651613036,,316.5601,-342.481,1.26706374412241,103.791264511701,365520.637836127,140080.213961082,,316.5601,-349.077,1.26701251991419,103.791234140367,365517.255689284,140074.552428497,,316.5601,-344.005,1.26705190881417,103.791257494431,365519.856394066,140078.905868967
TC2_00_4,316.5601,-346.2,1.26703486255326,103.791247387536,365518.730891894,140077.021838646,,316.5601,-349.039999999999,1.26701280725435,103.791234310734,365517.274661305,140074.584186639,,316.5601,-355.635999999999,1.2669615830458,103.791203939401,365513.892514526,140068.922653932,,316.5601,-350.563999999999,1.26700097194604,103.791227293464,365516.493219258,140073.276094496
TC2_00_5,316.5601,-352.73,1.26698415089758,103.791217320101,365515.382587064,140071.416955652,,316.5601,-355.57,1.26696209559852,103.791204243299,365513.926356505,140068.979303593,,316.5601,-362.166,1.26691087138963,103.791173871967,365510.544209792,140063.317770763,,316.5601,-357.094,1.26695026029013,103.791197226029,365513.144914474,140067.671211422
TC2_00_6,316.5601,-359.289,1.266933214029,103.791187119135,365512.019412344,140065.78718102,,316.5601,-362.129,1.2669111587298,103.791174042334,365510.563181809,140063.349528907,,316.5601,-368.725,1.26685993452057,103.791143671003,365507.181035165,140057.687995956,,316.5601,-363.653,1.26689932342133,103.791167025065,365509.781739794,140062.041436708
TC2_00_7,316.5601,-365.811,1.26688256450025,103.791157088538,365508.675209705,140060.189164409,,316.5601,-368.650999999999,1.26686050920091,103.791144011737,365507.218979199,140057.751512245,,316.5601,-375.246999999999,1.26680928499134,103.791113640408,365503.83683262,140052.089979171,,316.5601,-370.174999999999,1.26684867389236,103.791136994468,365506.437537198,140056.443420017
TC2_00_8,316.5601,-372.37,1.266831627631,103.791126887575,365505.312035114,140054.559389534,,316.5601,-375.21,1.26680957233151,103.791113810774,365503.855804634,140052.121737317,,316.5601,-381.806,1.26675834812161,103.791083439446,365500.473658121,140046.460204121,,316.5601,-376.734,1.26679773702289,103.791106793506,365503.074362652,140050.813645061
TC2_00_9,316.5601,-378.9,1.26678091597399,103.791096820143,365501.963730548,140048.954506056,,316.5601,-381.74,1.26675886067435,103.791083743344,365500.507500098,140046.516853786,,316.5601,-388.336,1.26670763646412,103.791053372016,365497.125353649,140040.855320469,,316.5601,-383.264,1.26674702536565,103.791076726075,365499.72605813,140045.208761503
TC2_00_10,316.5601,-385.459,1.26672997910407,103.791066619183,365498.600556088,140043.324730938,,316.5601,-388.299,1.26670792380429,103.791053542383,365497.144325667,140040.887078615,,316.5601,-394.895,1.26665669959372,103.791023171057,365493.762179281,140035.225545175,,316.5601,-389.823,1.26669608849551,103.791046525115,365496.362883715,140039.578986303
TC2_00_11,316.5601,-392.014,1.26667907329762,103.791036436641,365495.239432721,140037.698389011,,316.5601,-394.854,1.2666570179977,103.791023359842,365493.783202329,140035.260736636,,316.5601,-401.45,1.2666057937868,103.790992988517,365490.40105601,140029.599203073,,316.5601,-396.378,1.26664518268885,103.791016342574,365493.001760391,140033.952644296
TC2_00_12,316.5601,-398.573,1.26662813642704,103.791006235682,365491.876258392,140032.068613649,,316.5601,-401.413,1.26660608112697,103.790993158884,365490.420028026,140029.630961221,,316.5601,-408.009,1.26655485691573,103.790962787561,365487.037881777,140023.969427537,,316.5601,-402.937,1.26659424581804,103.790986141616,365489.638586102,140028.322868853
TC2_00_13,316.5601,-405.103,1.2665774247687,103.790976168256,365488.527954084,140026.463729688,,316.5601,-407.943,1.26655536946848,103.790963091458,365487.071723747,140024.026077207,,316.5601,-414.539,1.26650414525691,103.790932720136,365483.689577565,140018.364543401,,316.5601,-409.467,1.26654353415947,103.790956074191,365486.290281842,140022.71798481
TC2_00_14,316.5601,-411.662,1.26652648789744,103.7909459673,365485.164779886,140020.833954083,,316.5601,-414.501999999999,1.26650443259709,103.790932890502,365483.708549579,140018.39630155,,316.5601,-421.097999999999,1.26645320838518,103.790902519181,365480.32640346,140012.734767621,,316.5601,-416.025999999999,1.266492597288,103.790925873235,365482.927107687,140017.088209125
TC2_00_15,316.5601,-418.184,1.26647583836604,103.790915936711,365481.820577769,140015.235936506,,316.5601,-421.024,1.26645378306554,103.790902859915,365480.364347488,140012.798283921,,316.5601,-427.62,1.26640255885329,103.790872488595,365476.982201436,140007.13674987,,316.5601,-422.548,1.26644194775637,103.790895842648,365479.58290561,140011.490191468
TC2_00_16,316.5601,-424.743,1.26642490149412,103.790885735757,365478.457403702,140009.606160659,,316.5601,-427.583,1.26640284619348,103.790872658961,365477.001173448,140007.168508021,,316.5601,-434.179,1.2663516219809,103.790842287642,365473.619027462,140001.506973848,,316.5601,-429.107,1.26639101088423,103.790865641695,365476.219731589,140005.860415539
TC2_00_17,316.5601,-431.273,1.26637418983445,103.790855668335,365475.109099652,140004.001276214,,316.5601,-434.113,1.26635213453366,103.79084259154,365473.652869433,140001.563623523,,316.5601,-440.709,1.26630091032074,103.790812220222,365470.270723509,139995.902089228,,316.5601,-435.637,1.26634029922434,103.790835574273,365472.871427582,140000.255531014
TC2_00_18,316.5601,-437.832,1.26632325296187,103.790825467384,365471.745925717,139998.371500124,,316.5601,-440.671999999999,1.26630119766093,103.790812390589,365470.289695521,139995.93384738,,316.5601,-447.268,1.26624997344768,103.790782019272,365466.907549666,139990.272312963,,316.5601,-442.195999999999,1.26628936235153,103.790805373323,365469.50825369,139994.625754842
TC2_00_19,316.5601,-444.389,1.26627233162085,103.790795275642,365468.383777359,139992.743440569,,316.5601,-447.229,1.26625027631977,103.790782198848,365466.927547195,139990.305787772,,316.5601,-453.825,1.26619905210618,103.790751827532,365463.545401402,139984.644253233,,316.5601,-448.753,1.26623844101029,103.790775181582,365466.146105378,139988.997695206
TC2_00_20,316.5601,-450.948,1.2662213947476,103.790765074693,365465.020603555,139987.113664235,,316.5601,-453.788,1.26619933944638,103.790751997899,365463.564373415,139984.676011386,,316.5601,-460.384,1.26614811523245,103.790721626585,365460.18222769,139979.014476724,,316.5601,-455.312,1.26618750413682,103.790744980633,365462.782931613,139983.367918792
TC2_00_21,316.5601,-457.478,1.2661706830866,103.790735007276,365461.672299768,139981.508779305,,316.5601,-460.318,1.26614862778523,103.790721930482,365460.216069658,139979.071126404,,316.5601,-466.914,1.26609740357097,103.790691559169,365456.833924,139973.40959162,,316.5601,-461.842,1.2661367924756,103.790714913217,365459.43462787,139977.763033782
TC2_00_22,316.5601,-464.037,1.26611974621268,103.790704806329,365458.309126093,139975.879002729,,316.5601,-466.876999999999,1.26609769091117,103.790691729536,365456.852896011,139973.441349775,,316.5601,-473.472999999999,1.26604646669657,103.790661358224,365453.470750421,139967.779814868,,316.5601,-468.400999999999,1.26608585560146,103.790684712271,365456.07145424,139972.133257124
TC2_00_23,316.5601,-470.559,1.26606909667862,103.79067477575,365454.964924495,139970.280984186,,316.5601,-473.399,1.26604704137697,103.790661698957,365453.508694443,139967.843331179,,316.5601,-479.995,1.26599581716204,103.790631327646,365450.126548914,139962.181796151,,316.5601,-474.923,1.26603520606718,103.790654681692,365452.727252686,139966.5352385
TC2_00_24,316.5601,-477.118,1.26601815980404,103.790644574805,365451.601750948,139964.651207366,,316.5601,-479.958,1.26599610450224,103.790631498013,365450.145520923,139962.213554307,,316.5601,-486.554,1.26594488028697,103.790601126703,365446.763375465,139956.552019157,,316.5601,-481.482,1.26598426919237,103.790624480748,365449.364079184,139960.9054616
TC2_00_25,316.5601,-483.648,1.26596744814171,103.790614507392,365448.253447426,139959.046321954,,316.5601,-486.488,1.26594539283976,103.790601430601,365446.79721743,139956.608668842,,316.5601,-493.084,1.26589416862417,103.790571059292,365443.415072031,139950.94713357,,316.5601,-488.012,1.26593355752982,103.790594413336,365446.015775702,139955.300576107
TC2_00_26,316.5601,-490.207,1.26591651126646,103.79058430645,365444.89027401,139953.416544891,,316.5601,-493.046999999999,1.26589445596437,103.790571229659,365443.434044043,139950.978891727,,316.5601,-499.643,1.26584323174843,103.790540858351,365440.051898711,139945.317356332,,316.5601,-494.570999999999,1.26588262065435,103.790564212395,365442.652602332,139949.670798963
TC2_00_27,316.5601,-496.762,1.26586560545468,103.790554123927,365441.529151689,139947.790201022,,316.5601,-499.602,1.26584355015245,103.790541047136,365440.072921751,139945.352547805,,316.5601,-506.198,1.26579232593618,103.79051067583,365436.690776486,139939.691012288,,316.5601,-501.126,1.26583171484235,103.790534029872,365439.291480054,139944.044455013
TC2_00_28,316.5601,-503.320999999999,1.26581466857876,103.790523922987,365438.165978407,139942.160423716,,316.5601,-506.160999999999,1.26579261327638,103.790510846197,365436.709748499,139939.722770447,,316.5601,-512.757,1.26574138905978,103.790480474892,365433.327603297,139934.061234807,,316.5601,-507.684999999999,1.26578077796621,103.790503828933,365435.928306815,139938.414677626
TC2_00_29,316.5601,-509.851,1.2657639569151,103.790493855579,365434.817675143,139936.555537819,,316.5601,-512.691,1.26574190161258,103.790480778789,365433.361445258,139934.117884497,,316.5601,-519.287,1.26569067739564,103.790450407485,365429.979300127,139928.456348736,,316.5601,-514.215,1.26573006630233,103.790473761526,365432.580003594,139932.809791649
TC2_00_30,316.5601,-516.41,1.26571302003852,103.790463654641,365431.45450199,139930.925760271,,316.5601,-519.25,1.26569096473585,103.790450577852,365429.998272135,139928.488106896,,316.5601,-525.846,1.26563974051858,103.790420206549,365426.616127067,139922.826571012,,316.5601,-520.774,1.26567912942553,103.790443560589,365429.216830484,139927.180014019
TC2_00_31,316.5601,-522.932,1.26566237050181,103.790433624071,365428.11030091,139925.327740761,,316.5601,-525.772,1.26564031519901,103.790420547282,365426.654071084,139922.890087334,,316.5601,-532.368,1.2655890909814,103.790390175981,365423.271926083,139917.228551328,,316.5601,-527.296,1.2656284798886,103.79041353002,365425.87262945,139921.581994429
TC2_00_32,316.5601,-529.491,1.26561143362456,103.790403423136,365424.747127891,139919.69796297,,316.5601,-532.331,1.26558937832161,103.790390346347,365423.290898095,139917.26030949,,316.5601,-538.927,1.26553815410367,103.790359975047,365419.908753155,139911.598773362,,316.5601,-533.855,1.26557754301113,103.790383329085,365422.509456471,139915.952216557
